Report Date,FIPS,Locality,Health District,Health Region,Vaccination Status,Sex,People by vaccination status count
04/03/2021,51680,Lynchburg,Central Virginia,Southwest,At Least One Dose,Not Reported,19
04/03/2021,51149,Prince George,Crater,Central,At Least One Dose,Male,3278
04/03/2021,51041,Chesterfield,Chesterfield,Central,At Least One Dose,Female,69731
04/03/2021,51089,Henry,West Piedmont,Southwest,Fully Vaccinated,Not Reported,0
04/03/2021,51025,Brunswick,Southside,Central,At Least One Dose,Female,2466
04/03/2021,51800,Suffolk,Western Tidewater,Eastern,Fully Vaccinated,Female,8098
04/03/2021,51610,Falls Church,Fairfax,Northern,At Least One Dose,Female,2755
04/03/2021,51025,Brunswick,Southside,Central,Fully Vaccinated,Not Reported,3
04/03/2021,51830,Williamsburg,Peninsula,Eastern,Not Reported,Not Reported,0
04/03/2021,51093,Isle of Wight,Western Tidewater,Eastern,Not Reported,Not Reported,0
04/03/2021,51115,Mathews,Three Rivers,Eastern,Fully Vaccinated,Not Reported,3
04/03/2021,51710,Norfolk,Norfolk,Eastern,At Least One Dose,Not Reported,961
04/03/2021,51600,Fairfax City,Fairfax,Northern,Not Reported,Not Reported,0
04/03/2021,51670,Hopewell,Crater,Central,Fully Vaccinated,Male,862
04/03/2021,51530,Buena Vista City,Central Shenandoah,Northwest,At Least One Dose,Female,1088
04/03/2021,51085,Hanover,Chickahominy,Central,Fully Vaccinated,Female,12750
04/03/2021,51530,Buena Vista City,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,0
04/03/2021,51193,Westmoreland,Three Rivers,Eastern,At Least One Dose,Not Reported,0
04/03/2021,51169,Scott,Lenowisco,Southwest,At Least One Dose,Not Reported,0
04/03/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,Not Reported,Not Reported,0
04/03/2021,51017,Bath,Central Shenandoah,Northwest,Fully Vaccinated,Male,311
04/03/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,At Least One Dose,Male,6120
04/03/2021,51025,Brunswick,Southside,Central,Not Reported,Female,0
04/03/2021,51087,Henrico,Henrico,Central,Fully Vaccinated,Male,21273
04/03/2021,51071,Giles,New River,Southwest,At Least One Dose,Male,2510
04/03/2021,51001,Accomack,Eastern Shore,Eastern,Not Reported,Not Reported,0
04/03/2021,Not Reported,Not Reported,Not Reported,Not Reported,Fully Vaccinated,Male,32608
04/03/2021,51035,Carroll,Mount Rogers,Southwest,Not Reported,Female,0
04/03/2021,51036,Charles City,Chickahominy,Central,Not Reported,Female,0
04/03/2021,51037,Charlotte,Piedmont,Central,Not Reported,Female,0
04/03/2021,51179,Stafford,Rappahannock,Northwest,Fully Vaccinated,Not Reported,52
04/03/2021,51187,Warren,Lord Fairfax,Northwest,At Least One Dose,Female,5192
04/03/2021,51800,Suffolk,Western Tidewater,Eastern,Not Reported,Female,0
04/03/2021,51199,York,Peninsula,Eastern,At Least One Dose,Female,12644
04/03/2021,51175,Southampton,Western Tidewater,Eastern,Fully Vaccinated,Not Reported,4
04/03/2021,51735,Poquoson,Peninsula,Eastern,Not Reported,Not Reported,0
04/03/2021,51173,Smyth,Mount Rogers,Southwest,At Least One Dose,Male,4118
04/03/2021,51145,Powhatan,Chesterfield,Central,Not Reported,Male,0
04/03/2021,51149,Prince George,Crater,Central,Fully Vaccinated,Not Reported,1
04/03/2021,51620,Franklin City,Western Tidewater,Eastern,Not Reported,Female,0
04/03/2021,51690,Martinsville,West Piedmont,Southwest,At Least One Dose,Not Reported,0
04/03/2021,51036,Charles City,Chickahominy,Central,Fully Vaccinated,Male,720
04/03/2021,51035,Carroll,Mount Rogers,Southwest,Fully Vaccinated,Male,1716
04/03/2021,51183,Sussex,Crater,Central,Fully Vaccinated,Male,1035
04/03/2021,51760,Richmond City,Richmond,Central,Fully Vaccinated,Female,19931
04/03/2021,51678,Lexington,Central Shenandoah,Northwest,Fully Vaccinated,Male,459
04/03/2021,51015,Augusta,Central Shenandoah,Northwest,Not Reported,Male,0
04/03/2021,51045,Craig,Alleghany,Southwest,At Least One Dose,Male,511
04/03/2021,51107,Loudoun,Loudoun,Northern,Fully Vaccinated,Male,21674
04/03/2021,51770,Roanoke City,Roanoke,Southwest,At Least One Dose,Not Reported,30
04/03/2021,51097,King and Queen,Three Rivers,Eastern,At Least One Dose,Male,870
04/03/2021,51830,Williamsburg,Peninsula,Eastern,Fully Vaccinated,Female,1460
04/03/2021,51165,Rockingham,Central Shenandoah,Northwest,Fully Vaccinated,Female,9710
04/03/2021,51107,Loudoun,Loudoun,Northern,Not Reported,Male,0
04/03/2021,51041,Chesterfield,Chesterfield,Central,Fully Vaccinated,Female,33499
04/03/2021,51159,Richmond County,Three Rivers,Eastern,At Least One Dose,Not Reported,0
04/03/2021,51011,Appomattox,Central Virginia,Southwest,At Least One Dose,Female,2610
04/03/2021,51105,Lee,Lenowisco,Southwest,At Least One Dose,Male,2521
04/03/2021,51680,Lynchburg,Central Virginia,Southwest,At Least One Dose,Male,9150
04/03/2021,51113,Madison,Rappahannock Rapidan,Northwest,Fully Vaccinated,Male,1095
04/03/2021,51111,Lunenburg,Piedmont,Central,At Least One Dose,Male,1595
04/03/2021,51595,Emporia,Crater,Central,Not Reported,Female,0
04/03/2021,51065,Fluvanna,Blue Ridge,Northwest,Fully Vaccinated,Male,1975
04/03/2021,51119,Middlesex,Three Rivers,Eastern,At Least One Dose,Not Reported,3
04/03/2021,51033,Caroline,Rappahannock,Northwest,Fully Vaccinated,Not Reported,4
04/03/2021,51121,Montgomery,New River,Southwest,At Least One Dose,Male,13081
04/03/2021,51081,Greensville,Crater,Central,At Least One Dose,Male,1831
04/03/2021,51187,Warren,Lord Fairfax,Northwest,Fully Vaccinated,Male,2355
04/03/2021,51640,Galax,Mount Rogers,Southwest,At Least One Dose,Female,1011
04/03/2021,51730,Petersburg,Crater,Central,Not Reported,Female,0
04/03/2021,51119,Middlesex,Three Rivers,Eastern,Fully Vaccinated,Female,1426
04/03/2021,51005,Alleghany,Alleghany,Southwest,At Least One Dose,Not Reported,1
04/03/2021,51087,Henrico,Henrico,Central,At Least One Dose,Not Reported,130
04/03/2021,51057,Essex,Three Rivers,Eastern,Not Reported,Female,0
04/03/2021,51017,Bath,Central Shenandoah,Northwest,Not Reported,Male,0
04/03/2021,51059,Fairfax,Fairfax,Northern,At Least One Dose,Not Reported,368
04/03/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,At Least One Dose,Female,9522
04/03/2021,51017,Bath,Central Shenandoah,Northwest,At Least One Dose,Female,813
04/03/2021,51540,Charlottesville,Blue Ridge,Northwest,Not Reported,Not Reported,0
04/03/2021,51685,Manassas Park,Prince William,Northern,Fully Vaccinated,Male,654
04/03/2021,51009,Amherst,Central Virginia,Southwest,Fully Vaccinated,Male,2008
04/03/2021,51199,York,Peninsula,Eastern,At Least One Dose,Not Reported,127
04/03/2021,51570,Colonial Heights,Chesterfield,Central,Fully Vaccinated,Not Reported,3
04/03/2021,51089,Henry,West Piedmont,Southwest,Not Reported,Not Reported,0
04/03/2021,51165,Rockingham,Central Shenandoah,Northwest,Not Reported,Male,0
04/03/2021,51131,Northampton,Eastern Shore,Eastern,Not Reported,Not Reported,0
04/03/2021,51610,Falls Church,Fairfax,Northern,Not Reported,Not Reported,0
04/03/2021,51181,Surry,Crater,Central,Fully Vaccinated,Not Reported,0
04/03/2021,51580,Covington,Alleghany,Southwest,At Least One Dose,Male,621
04/03/2021,51125,Nelson,Blue Ridge,Northwest,At Least One Dose,Male,2434
04/03/2021,51117,Mecklenburg,Southside,Central,At Least One Dose,Female,5317
04/03/2021,51137,Orange,Rappahannock Rapidan,Northwest,At Least One Dose,Not Reported,46
04/03/2021,51023,Botetourt,Alleghany,Southwest,Not Reported,Male,0
04/03/2021,51019,Bedford,Central Virginia,Southwest,Fully Vaccinated,Female,7250
04/03/2021,51169,Scott,Lenowisco,Southwest,At Least One Dose,Male,2541
04/03/2021,51073,Gloucester,Three Rivers,Eastern,Not Reported,Male,0
04/03/2021,51530,Buena Vista City,Central Shenandoah,Northwest,Fully Vaccinated,Male,351
04/03/2021,51185,Tazewell,Cumberland Plateau,Southwest,At Least One Dose,Male,5080
04/03/2021,51091,Highland,Central Shenandoah,Northwest,Fully Vaccinated,Male,257
04/03/2021,51027,Buchanan,Cumberland Plateau,Southwest,At Least One Dose,Not Reported,16
04/03/2021,51570,Colonial Heights,Chesterfield,Central,Not Reported,Male,0
04/03/2021,51079,Greene,Blue Ridge,Northwest,Fully Vaccinated,Not Reported,34
04/03/2021,51660,Harrisonburg,Central Shenandoah,Northwest,At Least One Dose,Female,7274
04/03/2021,51197,Wythe,Mount Rogers,Southwest,At Least One Dose,Male,2979
04/03/2021,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Female,0
04/03/2021,51101,King William,Three Rivers,Eastern,Fully Vaccinated,Male,753
04/03/2021,51069,Frederick,Lord Fairfax,Northwest,Fully Vaccinated,Male,6195
04/03/2021,51700,Newport News,Peninsula,Eastern,Fully Vaccinated,Male,8658
04/03/2021,51069,Frederick,Lord Fairfax,Northwest,At Least One Dose,Male,9968
04/03/2021,51127,New Kent,Chickahominy,Central,Not Reported,Not Reported,0
04/03/2021,51750,Radford,New River,Southwest,Fully Vaccinated,Not Reported,1
04/03/2021,51091,Highland,Central Shenandoah,Northwest,At Least One Dose,Not Reported,0
04/03/2021,51187,Warren,Lord Fairfax,Northwest,Not Reported,Not Reported,0
04/03/2021,51750,Radford,New River,Southwest,Fully Vaccinated,Male,1148
04/03/2021,51590,Danville,Pittsylvania-Danville,Southwest,Not Reported,Female,0
04/03/2021,51049,Cumberland,Piedmont,Central,At Least One Dose,Female,1483
04/03/2021,51031,Campbell,Central Virginia,Southwest,Fully Vaccinated,Male,3667
04/03/2021,51191,Washington,Mount Rogers,Southwest,Not Reported,Female,0
04/03/2021,51075,Goochland,Chickahominy,Central,Not Reported,Male,0
04/03/2021,51510,Alexandria,Alexandria,Northern,Fully Vaccinated,Not Reported,23
04/03/2021,51683,Manassas City,Prince William,Northern,At Least One Dose,Male,4399
04/03/2021,51678,Lexington,Central Shenandoah,Northwest,At Least One Dose,Female,1244
04/03/2021,51620,Franklin City,Western Tidewater,Eastern,At Least One Dose,Not Reported,11
04/03/2021,51159,Richmond County,Three Rivers,Eastern,Fully Vaccinated,Female,901
04/03/2021,51775,Salem,Alleghany,Southwest,Fully Vaccinated,Female,3525
04/03/2021,51077,Grayson,Mount Rogers,Southwest,Not Reported,Male,0
04/03/2021,51163,Rockbridge,Central Shenandoah,Northwest,Fully Vaccinated,Male,1799
04/03/2021,51570,Colonial Heights,Chesterfield,Central,Fully Vaccinated,Male,782
04/03/2021,51600,Fairfax City,Fairfax,Northern,At Least One Dose,Male,3301
04/03/2021,51117,Mecklenburg,Southside,Central,Fully Vaccinated,Female,3388
04/03/2021,51177,Spotsylvania,Rappahannock,Northwest,At Least One Dose,Female,21447
04/03/2021,51183,Sussex,Crater,Central,Not Reported,Female,0
04/03/2021,51051,Dickenson,Cumberland Plateau,Southwest,Fully Vaccinated,Male,1207
04/03/2021,51053,Dinwiddie,Crater,Central,Not Reported,Female,0
04/03/2021,51019,Bedford,Central Virginia,Southwest,Not Reported,Female,0
04/03/2021,51570,Colonial Heights,Chesterfield,Central,At Least One Dose,Not Reported,3
04/03/2021,51630,Fredericksburg,Rappahannock,Northwest,Not Reported,Female,0
04/03/2021,51011,Appomattox,Central Virginia,Southwest,Fully Vaccinated,Not Reported,0
04/03/2021,51167,Russell,Cumberland Plateau,Southwest,Fully Vaccinated,Female,3241
04/03/2021,51035,Carroll,Mount Rogers,Southwest,At Least One Dose,Male,2740
04/03/2021,51036,Charles City,Chickahominy,Central,At Least One Dose,Male,983
04/03/2021,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0
04/03/2021,51063,Floyd,New River,Southwest,Not Reported,Female,0
04/03/2021,51685,Manassas Park,Prince William,Northern,At Least One Dose,Male,1464
04/03/2021,51017,Bath,Central Shenandoah,Northwest,Fully Vaccinated,Female,392
04/03/2021,51720,Norton,Lenowisco,Southwest,Not Reported,Not Reported,0
04/03/2021,51037,Charlotte,Piedmont,Central,At Least One Dose,Not Reported,4
04/03/2021,51147,Prince Edward,Piedmont,Central,At Least One Dose,Male,2329
04/03/2021,51037,Charlotte,Piedmont,Central,Fully Vaccinated,Female,1137
04/03/2021,51630,Fredericksburg,Rappahannock,Northwest,At Least One Dose,Female,4489
04/03/2021,51075,Goochland,Chickahominy,Central,Not Reported,Female,0
04/03/2021,51840,Winchester,Lord Fairfax,Northwest,Not Reported,Female,0
04/03/2021,51041,Chesterfield,Chesterfield,Central,At Least One Dose,Not Reported,94
04/03/2021,51137,Orange,Rappahannock Rapidan,Northwest,Fully Vaccinated,Male,2532
04/03/2021,51065,Fluvanna,Blue Ridge,Northwest,At Least One Dose,Not Reported,143
04/03/2021,51001,Accomack,Eastern Shore,Eastern,Fully Vaccinated,Not Reported,2
04/03/2021,51115,Mathews,Three Rivers,Eastern,Not Reported,Female,0
04/03/2021,51081,Greensville,Crater,Central,Not Reported,Female,0
04/03/2021,51085,Hanover,Chickahominy,Central,At Least One Dose,Male,16129
04/03/2021,51069,Frederick,Lord Fairfax,Northwest,Fully Vaccinated,Female,8930
04/03/2021,51101,King William,Three Rivers,Eastern,Fully Vaccinated,Female,1379
04/03/2021,51700,Newport News,Peninsula,Eastern,Fully Vaccinated,Female,14332
04/03/2021,51075,Goochland,Chickahominy,Central,Fully Vaccinated,Male,2682
04/03/2021,51173,Smyth,Mount Rogers,Southwest,Not Reported,Not Reported,0
04/03/2021,51071,Giles,New River,Southwest,Not Reported,Not Reported,0
04/03/2021,51027,Buchanan,Cumberland Plateau,Southwest,Not Reported,Male,0
04/03/2021,51115,Mathews,Three Rivers,Eastern,Not Reported,Not Reported,0
04/03/2021,51111,Lunenburg,Piedmont,Central,Not Reported,Not Reported,0
04/03/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,Fully Vaccinated,Not Reported,8
04/03/2021,51043,Clarke,Lord Fairfax,Northwest,At Least One Dose,Male,1898
04/03/2021,51135,Nottoway,Piedmont,Central,Not Reported,Male,0
04/03/2021,51770,Roanoke City,Roanoke,Southwest,Not Reported,Female,0
04/03/2021,51029,Buckingham,Piedmont,Central,Fully Vaccinated,Female,1550
04/03/2021,51790,Staunton,Central Shenandoah,Northwest,Fully Vaccinated,Male,2591
04/03/2021,51001,Accomack,Eastern Shore,Eastern,At Least One Dose,Male,4782
04/03/2021,51810,Virginia Beach,Virginia Beach,Eastern,At Least One Dose,Female,71645
04/03/2021,51520,Bristol,Mount Rogers,Southwest,At Least One Dose,Female,2844
04/03/2021,51700,Newport News,Peninsula,Eastern,Not Reported,Male,0
04/03/2021,51101,King William,Three Rivers,Eastern,Not Reported,Male,0
04/03/2021,51185,Tazewell,Cumberland Plateau,Southwest,Fully Vaccinated,Female,3681
04/03/2021,51051,Dickenson,Cumberland Plateau,Southwest,Fully Vaccinated,Not Reported,1
04/03/2021,51141,Patrick,West Piedmont,Southwest,Fully Vaccinated,Male,926
04/03/2021,51063,Floyd,New River,Southwest,Fully Vaccinated,Not Reported,1
04/03/2021,51790,Staunton,Central Shenandoah,Northwest,At Least One Dose,Not Reported,32
04/03/2021,51003,Albemarle,Blue Ridge,Northwest,Not Reported,Male,0
04/03/2021,51161,Roanoke County,Alleghany,Southwest,Not Reported,Female,0
04/03/2021,51770,Roanoke City,Roanoke,Southwest,At Least One Dose,Female,17332
04/03/2021,51770,Roanoke City,Roanoke,Southwest,Fully Vaccinated,Male,6916
04/03/2021,51171,Shenandoah,Lord Fairfax,Northwest,At Least One Dose,Male,5375
04/03/2021,51101,King William,Three Rivers,Eastern,Fully Vaccinated,Not Reported,5
04/03/2021,51107,Loudoun,Loudoun,Northern,At Least One Dose,Male,50799
04/03/2021,51840,Winchester,Lord Fairfax,Northwest,Fully Vaccinated,Not Reported,3
04/03/2021,51109,Louisa,Blue Ridge,Northwest,Not Reported,Female,0
04/03/2021,51630,Fredericksburg,Rappahannock,Northwest,Fully Vaccinated,Not Reported,5
04/03/2021,51590,Danville,Pittsylvania-Danville,Southwest,Not Reported,Not Reported,0
04/03/2021,51820,Waynesboro,Central Shenandoah,Northwest,Fully Vaccinated,Female,3040
04/03/2021,51097,King and Queen,Three Rivers,Eastern,Fully Vaccinated,Male,380
04/03/2021,51197,Wythe,Mount Rogers,Southwest,Not Reported,Male,0
04/03/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,Fully Vaccinated,Not Reported,4
04/03/2021,51840,Winchester,Lord Fairfax,Northwest,Fully Vaccinated,Female,2983
04/03/2021,51135,Nottoway,Piedmont,Central,Fully Vaccinated,Not Reported,1
04/03/2021,51600,Fairfax City,Fairfax,Northern,Fully Vaccinated,Male,1690
04/03/2021,51105,Lee,Lenowisco,Southwest,At Least One Dose,Not Reported,1
04/03/2021,51163,Rockbridge,Central Shenandoah,Northwest,At Least One Dose,Not Reported,1
04/03/2021,51013,Arlington,Arlington,Northern,At Least One Dose,Female,35985
04/03/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,At Least One Dose,Female,8010
04/03/2021,51087,Henrico,Henrico,Central,Fully Vaccinated,Female,36127
04/03/2021,51025,Brunswick,Southside,Central,Not Reported,Male,0
04/03/2021,51095,James City,Peninsula,Eastern,Fully Vaccinated,Not Reported,92
04/03/2021,51109,Louisa,Blue Ridge,Northwest,At Least One Dose,Female,6162
04/03/2021,51670,Hopewell,Crater,Central,At Least One Dose,Female,3017
04/03/2021,51007,Amelia,Piedmont,Central,Not Reported,Male,0
04/03/2021,51081,Greensville,Crater,Central,At Least One Dose,Female,1311
04/03/2021,51121,Montgomery,New River,Southwest,At Least One Dose,Female,16446
04/03/2021,51187,Warren,Lord Fairfax,Northwest,Fully Vaccinated,Female,3430
04/03/2021,51121,Montgomery,New River,Southwest,Fully Vaccinated,Female,9712
04/03/2021,51087,Henrico,Henrico,Central,At Least One Dose,Female,64266
04/03/2021,51077,Grayson,Mount Rogers,Southwest,At Least One Dose,Male,2042
04/03/2021,51183,Sussex,Crater,Central,At Least One Dose,Not Reported,1
04/03/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,Not Reported,Not Reported,0
04/03/2021,51071,Giles,New River,Southwest,Not Reported,Female,0
04/03/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,Fully Vaccinated,Female,4986
04/03/2021,51109,Louisa,Blue Ridge,Northwest,Fully Vaccinated,Female,3751
04/03/2021,51095,James City,Peninsula,Eastern,At Least One Dose,Not Reported,172
04/03/2021,51011,Appomattox,Central Virginia,Southwest,Not Reported,Not Reported,0
04/03/2021,51035,Carroll,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,0
04/03/2021,51161,Roanoke County,Alleghany,Southwest,At Least One Dose,Not Reported,10
04/03/2021,51147,Prince Edward,Piedmont,Central,Not Reported,Male,0
04/03/2021,51187,Warren,Lord Fairfax,Northwest,Not Reported,Male,0
04/03/2021,51167,Russell,Cumberland Plateau,Southwest,At Least One Dose,Male,4021
04/03/2021,51620,Franklin City,Western Tidewater,Eastern,At Least One Dose,Male,982
04/03/2021,51015,Augusta,Central Shenandoah,Northwest,Not Reported,Not Reported,0
04/03/2021,51510,Alexandria,Alexandria,Northern,Fully Vaccinated,Male,9168
04/03/2021,51179,Stafford,Rappahannock,Northwest,At Least One Dose,Male,15642
04/03/2021,51119,Middlesex,Three Rivers,Eastern,Not Reported,Not Reported,0
04/03/2021,51199,York,Peninsula,Eastern,Fully Vaccinated,Female,7333
04/03/2021,51033,Caroline,Rappahannock,Northwest,Fully Vaccinated,Female,2821
04/03/2021,51540,Charlottesville,Blue Ridge,Northwest,At Least One Dose,Male,7384
04/03/2021,51083,Halifax,Southside,Central,At Least One Dose,Male,4140
04/03/2021,51125,Nelson,Blue Ridge,Northwest,Not Reported,Not Reported,0
04/03/2021,51103,Lancaster,Three Rivers,Eastern,At Least One Dose,Female,2900
04/03/2021,51057,Essex,Three Rivers,Eastern,Fully Vaccinated,Male,735
04/03/2021,51025,Brunswick,Southside,Central,Not Reported,Not Reported,0
04/03/2021,51167,Russell,Cumberland Plateau,Southwest,At Least One Dose,Not Reported,1
04/03/2021,51570,Colonial Heights,Chesterfield,Central,At Least One Dose,Male,1970
04/03/2021,51017,Bath,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,0
04/03/2021,51710,Norfolk,Norfolk,Eastern,At Least One Dose,Female,28017
04/03/2021,51730,Petersburg,Crater,Central,At Least One Dose,Male,3193
04/03/2021,51081,Greensville,Crater,Central,Fully Vaccinated,Not Reported,0
04/03/2021,51740,Portsmouth,Portsmouth,Eastern,Fully Vaccinated,Female,5873
04/03/2021,51199,York,Peninsula,Eastern,Not Reported,Female,0
04/03/2021,51067,Franklin County,West Piedmont,Southwest,At Least One Dose,Female,9047
04/03/2021,51135,Nottoway,Piedmont,Central,At Least One Dose,Female,2218
04/03/2021,51185,Tazewell,Cumberland Plateau,Southwest,Not Reported,Not Reported,0
04/03/2021,51147,Prince Edward,Piedmont,Central,Fully Vaccinated,Male,1393
04/03/2021,51775,Salem,Alleghany,Southwest,Fully Vaccinated,Not Reported,1
04/03/2021,51037,Charlotte,Piedmont,Central,At Least One Dose,Female,1916
04/03/2021,51099,King George,Rappahannock,Northwest,Fully Vaccinated,Female,2058
04/03/2021,51103,Lancaster,Three Rivers,Eastern,Not Reported,Female,0
04/03/2021,51067,Franklin County,West Piedmont,Southwest,Not Reported,Male,0
04/03/2021,51051,Dickenson,Cumberland Plateau,Southwest,At Least One Dose,Not Reported,1
04/03/2021,51127,New Kent,Chickahominy,Central,Fully Vaccinated,Female,2715
04/03/2021,51790,Staunton,Central Shenandoah,Northwest,At Least One Dose,Female,5760
04/03/2021,51670,Hopewell,Crater,Central,Fully Vaccinated,Not Reported,3
04/03/2021,51043,Clarke,Lord Fairfax,Northwest,Fully Vaccinated,Female,1820
04/03/2021,51790,Staunton,Central Shenandoah,Northwest,Not Reported,Male,0
04/03/2021,51185,Tazewell,Cumberland Plateau,Southwest,At Least One Dose,Not Reported,5
04/03/2021,51810,Virginia Beach,Virginia Beach,Eastern,At Least One Dose,Not Reported,2068
04/03/2021,51027,Buchanan,Cumberland Plateau,Southwest,Fully Vaccinated,Male,1998
04/03/2021,Out-of-State,Out-of-State,Out-of-State,Out-of-State,Fully Vaccinated,Not Reported,28
04/03/2021,51071,Giles,New River,Southwest,Fully Vaccinated,Not Reported,0
04/03/2021,51075,Goochland,Chickahominy,Central,At Least One Dose,Male,4563
04/03/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,At Least One Dose,Not Reported,15
04/03/2021,51117,Mecklenburg,Southside,Central,Not Reported,Not Reported,0
04/03/2021,51171,Shenandoah,Lord Fairfax,Northwest,Not Reported,Female,0
04/03/2021,51163,Rockbridge,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,1
04/03/2021,51580,Covington,Alleghany,Southwest,Fully Vaccinated,Not Reported,0
04/03/2021,51720,Norton,Lenowisco,Southwest,Fully Vaccinated,Female,427
04/03/2021,51137,Orange,Rappahannock Rapidan,Northwest,At Least One Dose,Female,6510
04/03/2021,51137,Orange,Rappahannock Rapidan,Northwest,Not Reported,Male,0
04/03/2021,51550,Chesapeake,Chesapeake,Eastern,Not Reported,Male,0
04/03/2021,51710,Norfolk,Norfolk,Eastern,Not Reported,Not Reported,0
04/03/2021,51003,Albemarle,Blue Ridge,Northwest,Fully Vaccinated,Not Reported,349
04/03/2021,51115,Mathews,Three Rivers,Eastern,At Least One Dose,Male,1512
04/03/2021,51141,Patrick,West Piedmont,Southwest,Not Reported,Female,0
04/03/2021,51730,Petersburg,Crater,Central,At Least One Dose,Not Reported,7
04/03/2021,51049,Cumberland,Piedmont,Central,Fully Vaccinated,Not Reported,1
04/03/2021,51730,Petersburg,Crater,Central,Fully Vaccinated,Female,2221
04/03/2021,Out-of-State,Out-of-State,Out-of-State,Out-of-State,Fully Vaccinated,Female,21694
04/03/2021,51019,Bedford,Central Virginia,Southwest,At Least One Dose,Female,13730
04/03/2021,51193,Westmoreland,Three Rivers,Eastern,Fully Vaccinated,Female,1680
04/03/2021,51683,Manassas City,Prince William,Northern,Fully Vaccinated,Not Reported,7
04/03/2021,51520,Bristol,Mount Rogers,Southwest,At Least One Dose,Not Reported,0
04/03/2021,51550,Chesapeake,Chesapeake,Eastern,At Least One Dose,Male,25855
04/03/2021,51700,Newport News,Peninsula,Eastern,Fully Vaccinated,Not Reported,98
04/03/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,Fully Vaccinated,Not Reported,3
04/03/2021,51550,Chesapeake,Chesapeake,Eastern,Fully Vaccinated,Female,20540
04/03/2021,51085,Hanover,Chickahominy,Central,At Least One Dose,Not Reported,43
04/03/2021,51685,Manassas Park,Prince William,Northern,Fully Vaccinated,Not Reported,2
04/03/2021,51730,Petersburg,Crater,Central,Fully Vaccinated,Not Reported,3
04/03/2021,51145,Powhatan,Chesterfield,Central,Not Reported,Not Reported,0
04/03/2021,51105,Lee,Lenowisco,Southwest,Not Reported,Not Reported,0
04/03/2021,51049,Cumberland,Piedmont,Central,At Least One Dose,Not Reported,6
04/03/2021,51001,Accomack,Eastern Shore,Eastern,Not Reported,Male,0
04/03/2021,51195,Wise,Lenowisco,Southwest,Not Reported,Male,0
04/03/2021,51049,Cumberland,Piedmont,Central,Not Reported,Male,0
04/03/2021,51009,Amherst,Central Virginia,Southwest,At Least One Dose,Male,4063
04/03/2021,51199,York,Peninsula,Eastern,Fully Vaccinated,Not Reported,63
04/03/2021,51650,Hampton,Hampton,Eastern,Fully Vaccinated,Female,10922
04/03/2021,51193,Westmoreland,Three Rivers,Eastern,Not Reported,Male,0
04/03/2021,51057,Essex,Three Rivers,Eastern,At Least One Dose,Not Reported,1
04/03/2021,51083,Halifax,Southside,Central,Fully Vaccinated,Male,1974
04/03/2021,51169,Scott,Lenowisco,Southwest,Fully Vaccinated,Female,1841
04/03/2021,51049,Cumberland,Piedmont,Central,Fully Vaccinated,Female,920
04/03/2021,51085,Hanover,Chickahominy,Central,Not Reported,Male,0
04/03/2021,51065,Fluvanna,Blue Ridge,Northwest,At Least One Dose,Male,3677
04/03/2021,51131,Northampton,Eastern Shore,Eastern,At Least One Dose,Male,2339
04/03/2021,51610,Falls Church,Fairfax,Northern,Not Reported,Male,0
04/03/2021,51820,Waynesboro,Central Shenandoah,Northwest,Fully Vaccinated,Male,1967
04/03/2021,51109,Louisa,Blue Ridge,Northwest,Not Reported,Male,0
04/03/2021,51093,Isle of Wight,Western Tidewater,Eastern,At Least One Dose,Not Reported,111
04/03/2021,51195,Wise,Lenowisco,Southwest,Fully Vaccinated,Not Reported,4
04/03/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,Fully Vaccinated,Male,4056
04/03/2021,51067,Franklin County,West Piedmont,Southwest,Fully Vaccinated,Male,4042
04/03/2021,51660,Harrisonburg,Central Shenandoah,Northwest,Not Reported,Male,0
04/03/2021,51510,Alexandria,Alexandria,Northern,Not Reported,Female,0
04/03/2021,51033,Caroline,Rappahannock,Northwest,Not Reported,Male,0
04/03/2021,51690,Martinsville,West Piedmont,Southwest,Fully Vaccinated,Female,1397
04/03/2021,51610,Falls Church,Fairfax,Northern,Fully Vaccinated,Male,952
04/03/2021,51113,Madison,Rappahannock Rapidan,Northwest,Not Reported,Male,0
04/03/2021,51095,James City,Peninsula,Eastern,At Least One Dose,Male,13445
04/03/2021,51155,Pulaski,New River,Southwest,At Least One Dose,Female,5923
04/03/2021,51113,Madison,Rappahannock Rapidan,Northwest,At Least One Dose,Female,2375
